invoice_line_no,date,store_id,item_id,sale_bottles,sale_liters,sale_dollars,state_bottle_cost,state_bottle_retail,cogs,gross_margin,margin_pct,is_return,has_cost
INV-200675,2026-07-02,2633,43336,24,18.0,297.12,8.25,12.38,198.0,99.12,0.3336025848142165,False,True
INV-200676,2026-06-11,3385,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-200677,2026-06-15,3385,19067,2,1.5,53.98,17.99,26.99,35.98,18.0,0.33345683586513525,False,True
INV-200678,2026-07-17,2633,26827,7,5.25,131.25,,18.75,,,,False,False
INV-200679,2026-07-04,4829,26827,1,0.75,18.75,12.5,18.75,12.5,6.25,0.3333333333333333,False,True
INV-200680,2026-02-02,2648,43336,6,4.5,74.28,8.25,12.38,49.5,24.78,0.3336025848142165,False,True
INV-200681,2026-05-23,2633,35918,2,3.5,26.98,8.99,13.49,17.98,9.0,0.3335804299481097,False,True
INV-200682,2026-05-08,2633,11788,1,1.75,14.63,9.75,14.63,9.75,4.880000000000001,0.33356117566643884,False,True
INV-200683,2026-05-08,4829,77779,4,1.5,48.4,11.0,12.1,44.0,4.399999999999999,0.09090909090909088,False,True
INV-200684,2026-06-11,5102,11788,2,3.5,29.26,9.75,14.63,19.5,9.760000000000002,0.33356117566643884,False,True
INV-200685,2026-02-18,2633,19067,6,4.5,161.94,17.99,26.99,107.94,54.0,0.33345683586513525,False,True
INV-200686,2026-03-12,2648,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-200687,2026-05-12,5102,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-200688,2026-04-26,2633,36308,4,4.0,27.0,4.5,6.75,18.0,9.0,0.3333333333333333,False,True
INV-200689,2026-02-22,4829,77779,1,0.38,12.1,11.0,12.1,11.0,1.0999999999999996,0.09090909090909088,False,True
INV-200690,2026-07-15,2190,19067,10,7.5,269.9,17.99,26.99,179.89999999999998,90.0,0.33345683586513525,False,True
INV-200691,2026-07-12,2501,43336,7,5.25,86.66,8.25,12.38,57.75,28.909999999999997,0.33360258481421645,False,True
INV-200692,2026-02-19,2633,36308,1,1.0,6.75,4.5,6.75,4.5,2.25,0.3333333333333333,False,True
INV-200693,2026-06-12,2190,43336,1,0.75,12.38,8.25,12.38,8.25,4.130000000000001,0.3336025848142165,False,True
INV-200694,2026-06-04,3385,11788,2,3.5,29.26,9.75,14.63,19.5,9.760000000000002,0.33356117566643884,False,True
INV-200695,2026-06-07,2648,43336,14,10.5,173.32,8.25,12.38,115.5,57.81999999999999,0.33360258481421645,False,True
INV-200696,2026-06-25,4829,11788,2,3.5,29.26,9.75,14.63,19.5,9.760000000000002,0.33356117566643884,False,True
INV-200697,2026-01-31,5102,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-200698,2026-05-04,5102,19067,4,3.0,107.96,17.99,26.99,71.96,36.0,0.33345683586513525,False,True
INV-200699,2026-04-28,3385,77779,1,0.38,12.1,11.0,12.1,11.0,1.0999999999999996,0.09090909090909088,False,True
INV-200700,2026-05-11,2633,26827,1,0.75,18.75,12.5,18.75,12.5,6.25,0.3333333333333333,False,True
INV-200701,2026-07-08,3385,11788,1,1.75,14.63,9.75,14.63,9.75,4.880000000000001,0.33356117566643884,False,True
INV-200702,2026-02-25,2633,77779,2,0.75,24.2,11.0,12.1,22.0,2.1999999999999993,0.09090909090909088,False,True
INV-200703,2026-06-14,2501,36308,6,6.0,40.5,4.5,6.75,27.0,13.5,0.3333333333333333,False,True
INV-200704,2026-03-13,2648,35918,3,5.25,40.47,8.99,13.49,26.97,13.5,0.3335804299481097,False,True
INV-200705,2026-04-04,4829,19067,-3,-2.25,-80.97,17.99,26.99,-53.97,-27.0,0.33345683586513525,True,True
INV-200706,2026-02-26,5102,36308,4,4.0,27.0,4.5,6.75,18.0,9.0,0.3333333333333333,False,True
INV-200707,2026-04-11,4829,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-200708,2026-04-16,2190,77779,31,11.62,375.1,11.0,12.1,341.0,34.10000000000002,0.09090909090909097,False,True
INV-200709,2026-06-21,2633,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-200710,2026-04-27,2501,77779,7,2.62,84.7,11.0,12.1,77.0,7.700000000000003,0.09090909090909094,False,True
INV-200711,2026-02-21,3385,11788,1,1.75,14.63,9.75,14.63,9.75,4.880000000000001,0.33356117566643884,False,True
INV-200712,2026-02-21,2501,11788,6,10.5,87.78,9.75,14.63,58.5,29.28,0.33356117566643884,False,True
INV-200713,2026-03-20,5102,26827,7,5.25,131.25,12.5,18.75,87.5,43.75,0.3333333333333333,False,True
INV-200714,2026-02-13,5102,11788,8,14.0,117.04,9.75,14.63,78.0,39.040000000000006,0.33356117566643884,False,True
INV-200715,2026-02-25,2190,64866,3,2.25,112.47,24.99,37.49,74.97,37.5,0.3334222459322486,False,True
INV-200716,2026-05-13,2501,26827,2,1.5,37.5,12.5,18.75,25.0,12.5,0.3333333333333333,False,True
INV-200717,2026-03-23,4829,11788,2,3.5,29.26,9.75,14.63,19.5,9.760000000000002,0.33356117566643884,False,True
INV-200718,2026-05-04,2501,19067,2,1.5,53.98,17.99,26.99,35.98,18.0,0.33345683586513525,False,True
INV-200719,2026-02-09,2501,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-200720,2026-06-12,2633,36308,1,1.0,6.75,4.5,6.75,4.5,2.25,0.3333333333333333,False,True
INV-200721,2026-06-11,3385,26827,2,1.5,37.5,12.5,18.75,25.0,12.5,0.3333333333333333,False,True
INV-200722,2026-03-03,2501,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-200723,2026-04-18,2633,77779,3,1.12,36.3,11.0,12.1,33.0,3.299999999999997,0.09090909090909084,False,True
INV-200724,2026-05-05,2501,11788,1,1.75,14.63,9.75,14.63,9.75,4.880000000000001,0.33356117566643884,False,True
INV-200725,2026-06-25,4829,19067,3,2.25,80.97,17.99,26.99,53.97,27.0,0.33345683586513525,False,True
INV-200726,2026-03-06,2633,77779,1,0.38,12.1,11.0,12.1,11.0,1.0999999999999996,0.09090909090909088,False,True
INV-200727,2026-03-30,4829,26827,3,2.25,56.25,12.5,18.75,37.5,18.75,0.3333333333333333,False,True
INV-200728,2026-03-29,3385,36308,2,2.0,13.5,4.5,6.75,9.0,4.5,0.3333333333333333,False,True
INV-200729,2026-05-30,4829,35918,9,15.75,121.41,8.99,13.49,80.91,40.5,0.3335804299481097,False,True
INV-200730,2026-04-25,2190,43336,12,9.0,148.56,8.25,12.38,99.0,49.56,0.3336025848142165,False,True
INV-200731,2026-04-09,3385,11788,2,3.5,29.26,9.75,14.63,19.5,9.760000000000002,0.33356117566643884,False,True
INV-200732,2026-02-24,5102,11788,2,3.5,29.26,9.75,14.63,19.5,9.760000000000002,0.33356117566643884,False,True
INV-200733,2026-05-07,2501,36308,1,1.0,6.75,4.5,6.75,4.5,2.25,0.3333333333333333,False,True
INV-200734,2026-04-30,3385,43336,4,3.0,49.52,8.25,12.38,33.0,16.520000000000003,0.3336025848142165,False,True
INV-200735,2026-04-02,3385,43336,3,2.25,37.14,8.25,12.38,24.75,12.39,0.3336025848142165,False,True
INV-200736,2026-03-07,4829,26827,4,3.0,75.0,12.5,18.75,50.0,25.0,0.3333333333333333,False,True
INV-200737,2026-06-17,2501,36308,2,2.0,13.5,4.5,6.75,9.0,4.5,0.3333333333333333,False,True
INV-200738,2026-02-01,2633,36308,1,1.0,6.75,4.5,6.75,4.5,2.25,0.3333333333333333,False,True
INV-200739,2026-06-17,2633,26827,4,3.0,75.0,12.5,18.75,50.0,25.0,0.3333333333333333,False,True
INV-200740,2026-04-20,2633,19067,5,3.75,134.95,17.99,26.99,89.94999999999999,45.0,0.33345683586513525,False,True
INV-200741,2026-03-07,3385,11788,1,1.75,14.63,9.75,14.63,9.75,4.880000000000001,0.33356117566643884,False,True
INV-200742,2026-05-27,2648,26827,1,0.75,18.75,12.5,18.75,12.5,6.25,0.3333333333333333,False,True
INV-200743,2026-05-31,2633,11788,9,15.75,131.67,9.75,14.63,87.75,43.91999999999999,0.3335611756664388,False,True
INV-200744,2026-03-16,2190,77779,1,0.38,12.1,11.0,12.1,11.0,1.0999999999999996,0.09090909090909088,False,True
INV-200745,2026-06-19,3385,35918,4,7.0,53.96,8.99,13.49,35.96,18.0,0.3335804299481097,False,True
INV-200746,2026-04-14,5102,26827,8,6.0,150.0,12.5,18.75,100.0,50.0,0.3333333333333333,False,True
INV-200747,2026-05-07,2648,77779,2,0.75,24.2,11.0,12.1,22.0,2.1999999999999993,0.09090909090909088,False,True
INV-200748,2026-03-03,3385,26827,1,0.75,18.75,12.5,18.75,12.5,6.25,0.3333333333333333,False,True
INV-200749,2026-07-21,2501,19067,2,1.5,53.98,17.99,26.99,35.98,18.0,0.33345683586513525,False,True
INV-200750,2026-06-18,2633,43336,23,17.25,284.74,8.25,12.38,189.75,94.99000000000001,0.3336025848142165,False,True
INV-200751,2026-02-23,2633,36308,12,12.0,81.0,4.5,6.75,54.0,27.0,0.3333333333333333,False,True
INV-200752,2026-02-25,2501,11788,2,3.5,29.26,9.75,14.63,19.5,9.760000000000002,0.33356117566643884,False,True
INV-200753,2026-05-11,2190,35918,5,8.75,67.45,8.99,13.49,44.95,22.5,0.3335804299481097,False,True
INV-200754,2026-07-09,3385,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-200755,2026-02-12,5102,43336,2,1.5,24.76,8.25,12.38,16.5,8.260000000000002,0.3336025848142165,False,True
INV-200756,2026-05-26,2633,26827,9,6.75,168.75,12.5,18.75,112.5,56.25,0.3333333333333333,False,True
INV-200757,2026-02-02,2633,43336,6,4.5,74.28,8.25,12.38,49.5,24.78,0.3336025848142165,False,True
INV-200758,2026-07-15,2190,36308,1,1.0,6.75,4.5,6.75,4.5,2.25,0.3333333333333333,False,True
INV-200759,2026-02-06,3385,77779,1,0.38,12.1,11.0,12.1,11.0,1.0999999999999996,0.09090909090909088,False,True
INV-200760,2026-07-19,2190,19067,6,4.5,161.94,17.99,26.99,107.94,54.0,0.33345683586513525,False,True
INV-200761,2026-02-05,2633,43336,2,1.5,24.76,8.25,12.38,16.5,8.260000000000002,0.3336025848142165,False,True
INV-200762,2026-05-21,2190,26827,1,0.75,18.75,12.5,18.75,12.5,6.25,0.3333333333333333,False,True
INV-200763,2026-06-27,5102,26827,2,1.5,37.5,12.5,18.75,25.0,12.5,0.3333333333333333,False,True
INV-200764,2026-02-03,4829,77779,1,0.38,12.1,11.0,12.1,11.0,1.0999999999999996,0.09090909090909088,False,True
INV-200765,2026-03-27,2633,77779,1,0.38,12.1,11.0,12.1,11.0,1.0999999999999996,0.09090909090909088,False,True
INV-200766,2026-07-24,2648,35918,5,8.75,67.45,8.99,13.49,44.95,22.5,0.3335804299481097,False,True
INV-200767,2026-03-07,2190,77779,17,6.38,205.7,11.0,12.1,187.0,18.69999999999999,0.09090909090909086,False,True
INV-200768,2026-03-23,2190,19067,2,1.5,53.98,17.99,26.99,35.98,18.0,0.33345683586513525,False,True
INV-200769,2026-03-07,2190,64866,6,4.5,224.94,24.99,37.49,149.94,75.0,0.3334222459322486,False,True
INV-200770,2026-06-05,5102,43336,2,1.5,24.76,8.25,12.38,16.5,8.260000000000002,0.3336025848142165,False,True
INV-200771,2026-03-21,3385,43336,1,0.75,12.38,8.25,12.38,8.25,4.130000000000001,0.3336025848142165,False,True
INV-200772,2026-05-13,2190,64866,2,1.5,74.98,24.99,37.49,49.98,25.000000000000007,0.3334222459322487,False,True
INV-200773,2026-05-22,4829,26827,1,0.75,18.75,12.5,18.75,12.5,6.25,0.3333333333333333,False,True
INV-200774,2026-03-05,2190,43336,1,0.75,12.38,8.25,12.38,8.25,4.130000000000001,0.3336025848142165,False,True
INV-200775,2026-04-12,4829,19067,2,1.5,53.98,17.99,26.99,35.98,18.0,0.33345683586513525,False,True
INV-200776,2026-06-13,4829,43336,1,0.75,12.38,8.25,12.38,8.25,4.130000000000001,0.3336025848142165,False,True
INV-200777,2026-03-12,2501,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-200778,2026-06-03,2190,11788,1,1.75,14.63,9.75,14.63,9.75,4.880000000000001,0.33356117566643884,False,True
INV-200779,2026-07-08,2633,64866,2,1.5,74.98,,37.49,,,,False,False
INV-200780,2026-02-23,2501,26827,1,0.75,18.75,12.5,18.75,12.5,6.25,0.3333333333333333,False,True
INV-200781,2026-03-27,3385,36308,9,9.0,60.75,4.5,6.75,40.5,20.25,0.3333333333333333,False,True
INV-200782,2026-02-09,2648,36308,7,7.0,47.25,4.5,6.75,31.5,15.75,0.3333333333333333,False,True
INV-200783,2026-03-31,3385,77779,3,1.12,36.3,11.0,12.1,33.0,3.299999999999997,0.09090909090909084,False,True
INV-200784,2026-05-14,3385,19067,4,3.0,107.96,17.99,26.99,71.96,36.0,0.33345683586513525,False,True
INV-200785,2026-02-28,2190,64866,2,1.5,74.98,24.99,37.49,49.98,25.000000000000007,0.3334222459322487,False,True
INV-200786,2026-05-10,5102,11788,1,1.75,14.63,9.75,14.63,9.75,4.880000000000001,0.33356117566643884,False,True
INV-200787,2026-02-26,2190,26827,3,2.25,56.25,12.5,18.75,37.5,18.75,0.3333333333333333,False,True
INV-200788,2026-07-03,4829,35918,2,3.5,26.98,8.99,13.49,17.98,9.0,0.3335804299481097,False,True
INV-200789,2026-05-01,2633,11788,1,1.75,14.63,9.75,14.63,9.75,4.880000000000001,0.33356117566643884,False,True
INV-200790,2026-05-04,4829,19067,7,5.25,188.93,17.99,26.99,125.92999999999999,63.000000000000014,0.3334568358651353,False,True
INV-200791,2026-02-11,5102,26827,1,0.75,18.75,12.5,18.75,12.5,6.25,0.3333333333333333,False,True
INV-200792,2026-03-06,2633,77779,12,4.5,145.2,,12.1,,,,False,False
INV-200793,2026-05-31,2633,36308,4,4.0,27.0,4.5,6.75,18.0,9.0,0.3333333333333333,False,True
INV-200794,2026-07-15,2501,26827,4,3.0,75.0,12.5,18.75,50.0,25.0,0.3333333333333333,False,True
INV-200795,2026-06-22,4829,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-200796,2026-06-29,4829,77779,1,0.38,12.1,11.0,12.1,11.0,1.0999999999999996,0.09090909090909088,False,True
INV-200797,2026-03-06,2633,26827,16,12.0,300.0,12.5,18.75,200.0,100.0,0.3333333333333333,False,True
INV-200798,2026-03-17,2501,11788,3,5.25,43.89,9.75,14.63,29.25,14.64,0.33356117566643884,False,True
INV-200799,2026-02-14,3385,19067,22,16.5,593.78,17.99,26.99,395.78,198.0,0.33345683586513525,False,True
INV-200800,2026-02-03,4829,11788,5,8.75,73.15,9.75,14.63,48.75,24.400000000000006,0.3335611756664389,False,True
INV-200801,2026-07-01,2648,64866,5,3.75,187.45,24.99,37.49,124.94999999999999,62.5,0.3334222459322486,False,True
INV-200802,2026-04-20,3385,77779,1,0.38,12.1,11.0,12.1,11.0,1.0999999999999996,0.09090909090909088,False,True
INV-200803,2026-03-22,5102,35918,4,7.0,53.96,8.99,13.49,35.96,18.0,0.3335804299481097,False,True
INV-200804,2026-07-13,3385,19067,3,2.25,80.97,17.99,26.99,53.97,27.0,0.33345683586513525,False,True
INV-200805,2026-06-23,2501,26827,4,3.0,75.0,12.5,18.75,50.0,25.0,0.3333333333333333,False,True
INV-200806,2026-07-23,3385,77779,5,1.88,60.5,11.0,12.1,55.0,5.5,0.09090909090909091,False,True
INV-200807,2026-06-13,5102,11788,9,15.75,131.67,9.75,14.63,87.75,43.91999999999999,0.3335611756664388,False,True
INV-200808,2026-03-14,4829,11788,1,1.75,14.63,9.75,14.63,9.75,4.880000000000001,0.33356117566643884,False,True
INV-200809,2026-02-24,4829,26827,4,3.0,75.0,12.5,18.75,50.0,25.0,0.3333333333333333,False,True
INV-200810,2026-04-10,4829,77779,8,3.0,96.8,11.0,12.1,88.0,8.799999999999997,0.09090909090909088,False,True
INV-200811,2026-06-26,2190,36308,4,4.0,27.0,4.5,6.75,18.0,9.0,0.3333333333333333,False,True
INV-200812,2026-02-09,2633,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-200813,2026-05-03,2648,35918,3,5.25,40.47,8.99,13.49,26.97,13.5,0.3335804299481097,False,True
INV-200814,2026-06-03,2648,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-200815,2026-04-10,2648,35918,9,15.75,121.41,8.99,13.49,80.91,40.5,0.3335804299481097,False,True
INV-200816,2026-04-15,2633,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-200817,2026-02-25,3385,11788,1,1.75,14.63,9.75,14.63,9.75,4.880000000000001,0.33356117566643884,False,True
INV-200818,2026-02-01,2648,43336,8,6.0,99.04,8.25,12.38,66.0,33.040000000000006,0.3336025848142165,False,True
INV-200819,2026-04-18,2648,64866,4,3.0,149.96,24.99,37.49,99.96,50.000000000000014,0.3334222459322487,False,True
INV-200820,2026-04-25,2501,26827,2,1.5,37.5,,18.75,,,,False,False
INV-200821,2026-04-01,4829,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-200822,2026-03-10,2648,36308,1,1.0,6.75,4.5,6.75,4.5,2.25,0.3333333333333333,False,True
INV-200823,2026-04-30,2501,64866,2,1.5,74.98,24.99,37.49,49.98,25.000000000000007,0.3334222459322487,False,True
INV-200824,2026-04-24,3385,64866,5,3.75,187.45,24.99,37.49,124.94999999999999,62.5,0.3334222459322486,False,True
INV-200825,2026-04-01,4829,64866,4,3.0,149.96,24.99,37.49,99.96,50.000000000000014,0.3334222459322487,False,True
INV-200826,2026-02-05,2501,36308,1,1.0,6.75,4.5,6.75,4.5,2.25,0.3333333333333333,False,True
INV-200827,2026-04-25,5102,77779,4,1.5,48.4,11.0,12.1,44.0,4.399999999999999,0.09090909090909088,False,True
INV-200828,2026-05-21,3385,43336,1,0.75,12.38,8.25,12.38,8.25,4.130000000000001,0.3336025848142165,False,True
INV-200829,2026-06-08,2648,26827,1,0.75,18.75,12.5,18.75,12.5,6.25,0.3333333333333333,False,True
INV-200830,2026-06-06,2501,43336,1,0.75,12.38,8.25,12.38,8.25,4.130000000000001,0.3336025848142165,False,True
INV-200831,2026-03-12,2501,19067,3,2.25,80.97,17.99,26.99,53.97,27.0,0.33345683586513525,False,True
INV-200832,2026-07-22,4829,77779,10,3.75,121.0,11.0,12.1,110.0,11.0,0.09090909090909091,False,True
INV-200833,2026-07-05,5102,77779,8,3.0,96.8,,12.1,,,,False,False
INV-200834,2026-02-01,3385,19067,2,1.5,53.98,17.99,26.99,35.98,18.0,0.33345683586513525,False,True
INV-200835,2026-03-09,2648,77779,2,0.75,24.2,11.0,12.1,22.0,2.1999999999999993,0.09090909090909088,False,True
INV-200836,2026-06-08,2633,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-200837,2026-03-15,2501,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-200838,2026-04-30,2501,26827,1,0.75,18.75,12.5,18.75,12.5,6.25,0.3333333333333333,False,True
INV-200839,2026-06-21,3385,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-200840,2026-05-16,5102,43336,12,9.0,148.56,8.25,12.38,99.0,49.56,0.3336025848142165,False,True
INV-200841,2026-07-12,2633,11788,1,1.75,14.63,9.75,14.63,9.75,4.880000000000001,0.33356117566643884,False,True
INV-200842,2026-06-28,5102,36308,3,3.0,20.25,4.5,6.75,13.5,6.75,0.3333333333333333,False,True
INV-200843,2026-02-10,3385,43336,6,4.5,74.28,8.25,12.38,49.5,24.78,0.3336025848142165,False,True
INV-200844,2026-02-08,2648,36308,4,4.0,27.0,4.5,6.75,18.0,9.0,0.3333333333333333,False,True
INV-200845,2026-04-14,2501,77779,4,1.5,48.4,11.0,12.1,44.0,4.399999999999999,0.09090909090909088,False,True
INV-200846,2026-02-05,2648,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-200847,2026-05-19,5102,43336,4,3.0,49.52,8.25,12.38,33.0,16.520000000000003,0.3336025848142165,False,True
INV-200848,2026-06-08,2190,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-200849,2026-06-07,2633,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-200850,2026-06-09,2633,11788,6,10.5,87.78,9.75,14.63,58.5,29.28,0.33356117566643884,False,True
INV-200851,2026-04-20,4829,11788,-1,-1.75,-14.63,9.75,14.63,-9.75,-4.880000000000001,0.33356117566643884,True,True
INV-200852,2026-04-03,3385,11788,8,14.0,117.04,9.75,14.63,78.0,39.040000000000006,0.33356117566643884,False,True
INV-200853,2026-07-22,3385,43336,2,1.5,24.76,8.25,12.38,16.5,8.260000000000002,0.3336025848142165,False,True
INV-200854,2026-07-15,2648,43336,2,1.5,24.76,8.25,12.38,16.5,8.260000000000002,0.3336025848142165,False,True
INV-200855,2026-06-15,3385,11788,1,1.75,14.63,9.75,14.63,9.75,4.880000000000001,0.33356117566643884,False,True
INV-200856,2026-04-18,2648,11788,5,8.75,73.15,9.75,14.63,48.75,24.400000000000006,0.3335611756664389,False,True
INV-200857,2026-05-16,2633,43336,5,3.75,61.9,8.25,12.38,41.25,20.65,0.33360258481421645,False,True
INV-200858,2026-04-05,2190,77779,3,1.12,36.3,11.0,12.1,33.0,3.299999999999997,0.09090909090909084,False,True
INV-200859,2026-07-03,5102,19067,1,0.75,26.99,,26.99,,,,False,False
INV-200860,2026-02-12,3385,43336,1,0.75,12.38,8.25,12.38,8.25,4.130000000000001,0.3336025848142165,False,True
INV-200861,2026-07-05,4829,26827,4,3.0,75.0,12.5,18.75,50.0,25.0,0.3333333333333333,False,True
INV-200862,2026-05-23,2648,77779,1,0.38,12.1,11.0,12.1,11.0,1.0999999999999996,0.09090909090909088,False,True
INV-200863,2026-03-08,2648,19067,2,1.5,53.98,17.99,26.99,35.98,18.0,0.33345683586513525,False,True
INV-200864,2026-02-22,2633,64866,2,1.5,74.98,24.99,37.49,49.98,25.000000000000007,0.3334222459322487,False,True
INV-200865,2026-05-03,4829,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-200866,2026-02-09,3385,11788,1,1.75,14.63,9.75,14.63,9.75,4.880000000000001,0.33356117566643884,False,True
INV-200867,2026-02-27,3385,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-200868,2026-06-07,2501,11788,2,3.5,29.26,9.75,14.63,19.5,9.760000000000002,0.33356117566643884,False,True
INV-200869,2026-05-03,2501,43336,2,1.5,24.76,8.25,12.38,16.5,8.260000000000002,0.3336025848142165,False,True
INV-200870,2026-06-11,3385,11788,1,1.75,14.63,9.75,14.63,9.75,4.880000000000001,0.33356117566643884,False,True
INV-200871,2026-07-20,2190,11788,1,1.75,14.63,9.75,14.63,9.75,4.880000000000001,0.33356117566643884,False,True
INV-200872,2026-07-04,5102,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-200873,2026-02-27,3385,35918,3,5.25,40.47,8.99,13.49,26.97,13.5,0.3335804299481097,False,True
INV-200874,2026-05-31,2501,36308,2,2.0,13.5,4.5,6.75,9.0,4.5,0.3333333333333333,False,True
INV-200875,2026-02-13,4829,35918,5,8.75,67.45,8.99,13.49,44.95,22.5,0.3335804299481097,False,True
INV-200876,2026-04-15,4829,11788,3,5.25,43.89,9.75,14.63,29.25,14.64,0.33356117566643884,False,True
INV-200877,2026-03-09,2190,11788,5,8.75,73.15,9.75,14.63,48.75,24.400000000000006,0.3335611756664389,False,True
INV-200878,2026-04-18,2633,35918,3,5.25,40.47,8.99,13.49,26.97,13.5,0.3335804299481097,False,True
INV-200879,2026-04-16,2190,19067,1,0.75,26.99,17.99,26.99,17.99,9.0,0.33345683586513525,False,True
INV-200880,2026-02-14,5102,36308,9,9.0,60.75,4.5,6.75,40.5,20.25,0.3333333333333333,False,True
INV-200881,2026-03-09,2190,11788,9,15.75,131.67,9.75,14.63,87.75,43.91999999999999,0.3335611756664388,False,True
INV-200882,2026-03-14,4829,26827,6,4.5,112.5,12.5,18.75,75.0,37.5,0.3333333333333333,False,True
INV-200883,2026-07-14,2633,19067,5,3.75,134.95,17.99,26.99,89.94999999999999,45.0,0.33345683586513525,False,True
INV-200884,2026-05-01,2633,19067,6,4.5,161.94,17.99,26.99,107.94,54.0,0.33345683586513525,False,True
INV-200885,2026-03-18,5102,19067,7,5.25,188.93,17.99,26.99,125.92999999999999,63.000000000000014,0.3334568358651353,False,True
INV-200886,2026-02-13,2648,43336,2,1.5,24.76,8.25,12.38,16.5,8.260000000000002,0.3336025848142165,False,True
INV-200887,2026-04-29,2501,77779,12,4.5,145.2,,12.1,,,,False,False
INV-200888,2026-05-14,5102,35918,10,17.5,134.9,8.99,13.49,89.9,45.0,0.3335804299481097,False,True
INV-200889,2026-07-01,3385,64866,1,0.75,37.49,24.99,37.49,24.99,12.500000000000004,0.3334222459322487,False,True
INV-200890,2026-03-27,4829,19067,5,3.75,134.95,17.99,26.99,89.94999999999999,45.0,0.33345683586513525,False,True
INV-200891,2026-07-24,2190,11788,7,12.25,102.41,9.75,14.63,68.25,34.16,0.3335611756664388,False,True
INV-200892,2026-02-28,2633,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-200893,2026-04-25,4829,26827,3,2.25,56.25,12.5,18.75,37.5,18.75,0.3333333333333333,False,True
INV-200894,2026-06-05,3385,35918,2,3.5,26.98,8.99,13.49,17.98,9.0,0.3335804299481097,False,True
INV-200895,2026-06-04,5102,35918,2,3.5,26.98,8.99,13.49,17.98,9.0,0.3335804299481097,False,True
INV-200896,2026-05-09,5102,26827,4,3.0,75.0,12.5,18.75,50.0,25.0,0.3333333333333333,False,True
INV-200897,2026-04-30,3385,36308,5,5.0,33.75,4.5,6.75,22.5,11.25,0.3333333333333333,False,True
INV-200898,2026-02-17,2648,36308,3,3.0,20.25,4.5,6.75,13.5,6.75,0.3333333333333333,False,True
INV-200899,2026-02-04,2501,35918,1,1.75,13.49,8.99,13.49,8.99,4.5,0.3335804299481097,False,True
INV-200900,2026-04-13,4829,35918,2,3.5,26.98,8.99,13.49,17.98,9.0,0.3335804299481097,False,True
INV-200901,2026-02-23,2648,26827,1,0.75,18.75,12.5,18.75,12.5,6.25,0.3333333333333333,False,True
INV-200902,2026-04-27,2648,26827,12,9.0,225.0,12.5,18.75,150.0,75.0,0.3333333333333333,False,True
INV-200903,2026-03-22,4829,64866,3,2.25,112.47,24.99,37.49,74.97,37.5,0.3334222459322486,False,True
INV-200904,2026-07-21,4829,26827,5,3.75,93.75,12.5,18.75,62.5,31.25,0.3333333333333333,False,True
INV-200905,2026-03-08,5102,11788,3,5.25,43.89,9.75,14.63,29.25,14.64,0.33356117566643884,False,True
INV-200906,2026-04-25,2648,26827,7,5.25,131.25,12.5,18.75,87.5,43.75,0.3333333333333333,False,True
INV-200907,2026-07-20,5102,35918,2,3.5,26.98,8.99,13.49,17.98,9.0,0.3335804299481097,False,True
INV-200908,2026-04-09,2633,43336,2,1.5,24.76,8.25,12.38,16.5,8.260000000000002,0.3336025848142165,False,True
