Facility ID,Facility Name,Address,City/Town,State,ZIP Code,County/Parish,Condition,Measure ID,Measure Name,Score,Sample,Footnote,Start Date,End Date
170027,Prairie Bluff Community Hospital,7781 Elk St,Prairie Bluff,WI,55300,Prairie,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,113,2271,,01/01/2025,12/31/2025
430039,Prairie View Memorial Hospital,4983 Fair St,Prairie View,SD,51834,Cedar,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,184,3789,,01/01/2025,12/31/2025
430014,Fair Rapids Regional Medical Center,9574 North St,Fair Rapids,IL,56816,River,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,132,1595,,01/01/2025,12/31/2025
,SD STATE AVERAGE,,,SD,,,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,118,,,01/01/2025,12/31/2025
160037,Pine Ridge Health System,4207 North St,Pine Ridge,IA,51833,River,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,40,3481,,01/01/2025,12/31/2025
520099,Grand Ridge Community Hospital,8478 Cedar St,Grand Ridge,KS,56256,Grand,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,263,1071,,01/01/2025,12/31/2025
,MN STATE AVERAGE,,,MN,,,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,118,,,01/01/2025,12/31/2025
240059,CEDAR HAVEN HEALTH SYSTEM,6853 Pine St,Cedar Haven,IL,50764,North,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,71,2687,,01/01/2025,12/31/2025
280043,Prairie View Regional Medical Center,6971 River St,Prairie View,IA,57266,Grand,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,239,2229,,01/01/2025,12/31/2025
170013,North Rapids Regional Medical Center,2863 Grand St,North Rapids,IL,58410,Elk,Emergency Department,OP_22,Left without being seen,0.8,1367,,01/01/2025,12/31/2025
140113,Fair Bluff Health System,5512 Pine St,Fair Bluff,SD,55984,River,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,52,1351,,01/01/2025,12/31/2025
430107,Elk Haven Community Hospital,5887 Pine St,Elk Haven,MO,56944,River,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,Not Available,,25,01/01/2025,12/31/2025
170051,Elk View County Hospital ,7130 Grand St,Elk View,MO,58875,Fair,Emergency Department,OP_22,Left without being seen,0.1,2302,,01/01/2025,12/31/2025
520114,Elk Rapids Health System,5788 North St,Elk Rapids,IA,50818,Pine,Emergency Department,OP_22,Left without being seen,1.5,3790,,01/01/2025,12/31/2025
170013,North Rapids Regional Medical Center,1913 Cedar St,North Rapids,IL,58433,Grand,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,28,2815,,01/01/2025,12/31/2025
160077,Cedar Grove Regional Medical Center,4627 River St,Cedar Grove,WI,54568,Pine,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,79,1651,,01/01/2025,12/31/2025
260069,Prairie Bluff Memorial Hospital,4968 Pine St,Prairie Bluff,IA,50472,Fair,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,378,440,,01/01/2025,12/31/2025
260061,Elk Ridge Community Hospital,4045 Prairie St,Elk Ridge,IL,52834,Elk,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,39,4121,,01/01/2025,12/31/2025
430107,Elk Haven Community Hospital,9194 North St,Elk Haven,MO,55875,Cedar,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,82,952,,01/01/2025,12/31/2025
520090,River Bluff Health System,4658 Cedar St,River Bluff,MO,57376,Cedar,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,85,147,,01/01/2025,12/31/2025
260033,River Rapids Health System,3302 River St,River Rapids,KS,51413,Elk,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,292,248,,01/01/2025,12/31/2025
280106,Cedar View Medical Center,9638 Elk St,Cedar View,MO,58829,River,Emergency Department,OP_22,Left without being seen,Not Available,,25,01/01/2025,12/31/2025
160073,Grand View County Hospital,867 Cedar St,Grand View,IA,50649,Elk,Emergency Department,OP_22,Left without being seen,2.8,903,,01/01/2025,12/31/2025
160060,Pine View Health System,6888 Fair St,Pine View,MN,57492,Cedar,Emergency Department,OP_22,Left without being seen,,,25,01/01/2025,12/31/2025
260109,River Falls County Hospital,7020 Pine St,River Falls,IL,50157,Pine,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,485,722,,01/01/2025,12/31/2025
240006,River Grove Medical Center,2528 River St,River Grove,WI,52933,Grand,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,176,1990,,01/01/2025,12/31/2025
160046,Pine Falls County Hospital,7511 North St,Pine Falls,IA,54200,Pine,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,65,1225,,01/01/2025,12/31/2025
430068,Grand Grove County Hospital,9087 River St,Grand Grove,MO,58456,Prairie,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,176,3620,,01/01/2025,12/31/2025
160030,Cedar View Health System,1265 Cedar St,Cedar View,IA,55334,Prairie,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,188,1925,,01/01/2025,12/31/2025
280072,Grand Ridge Regional Medical Center,2692 Pine St,Grand Ridge,MN,56498,River,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,185,189,,01/01/2025,12/31/2025
240095,Pine Ridge Medical Center,9958 Elk St,Pine Ridge,KS,51273,Prairie,Emergency Department,OP_22,Left without being seen,1.7,194,,01/01/2025,12/31/2025
430116,Elk Grove Medical Center,5972 Cedar St,Elk Grove,MN,52806,Prairie,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,168,1548,,01/01/2025,12/31/2025
430054,Cedar Grove Health System,1288 Elk St,Cedar Grove,WI,58931,Grand,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,,,5,01/01/2025,12/31/2025
170034,North Grove Medical Center,2171 Grand St,North Grove,KS,54169,Cedar,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,259,2436,,01/01/2025,12/31/2025
160046,Pine Falls County Hospital,6183 North St,Pine Falls,IA,50850,Grand,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,47,1540,,01/01/2025,12/31/2025
240059,Cedar Haven Health System,4216 Cedar St,Cedar Haven,IL,52689,Pine,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,356,3278,,01/01/2025,12/31/2025
260087,Elk Grove Memorial Hospital,4009 Elk St,Elk Grove,IA,51181,Pine,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,177,3994,,01/01/2025,12/31/2025
170034,NORTH GROVE MEDICAL CENTER,3873 Cedar St,North Grove,KS,57834,River,Emergency Department,OP_22,Left without being seen,3.1,472,,01/01/2025,12/31/2025
260084,Cedar Haven Community Hospital,1453 Prairie St,Cedar Haven,KS,50561,Elk,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,384,1448,,01/01/2025,12/31/2025
260084,Cedar Haven Community Hospital,3307 Cedar St,Cedar Haven,KS,55672,North,Emergency Department,OP_22,Left without being seen,3.8,3443,,01/01/2025,12/31/2025
170101,Prairie Grove County Hospital,2641 Fair St,Prairie Grove,IA,54197,North,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,199,937,,01/01/2025,12/31/2025
,IA STATE AVERAGE,,,IA,,,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,310,,,01/01/2025,12/31/2025
160117,Cedar Haven Health System,963 Cedar St,Cedar Haven,IA,55107,Pine,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,Not Available,,25,01/01/2025,12/31/2025
160030,Cedar View Health System,6904 Fair St,Cedar View,IA,52312,Fair,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,50,3350,,01/01/2025,12/31/2025
260091,Grand View Community Hospital,8981 Elk St,Grand View,IA,53260,Elk,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,121,2328,,01/01/2025,12/31/2025
170003,Elk Falls Community Hospital,5820 Fair St,Elk Falls,IA,51315,Elk,Emergency Department,OP_22,Left without being seen,3.4,2205,,01/01/2025,12/31/2025
,MO STATE AVERAGE,,,MO,,,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,118,,,01/01/2025,12/31/2025
260092,Elk View Community Hospital,204 Cedar St,Elk View,WI,55444,Grand,Emergency Department,OP_22,Left without being seen,3.7,1490,,01/01/2025,12/31/2025
520055,Fair View Memorial Hospital,6526 Grand St,Fair View,SD,56342,North,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,205,3954,,01/01/2025,12/31/2025
160083,North Bluff Regional Medical Center ,684 Fair St,North Bluff,KS,53723,Elk,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,411,636,,01/01/2025,12/31/2025
160097,Fair Grove Regional Medical Center,4957 Fair St,Fair Grove,KS,53527,Elk,Emergency Department,OP_22,Left without being seen,4.2,4098,,01/01/2025,12/31/2025
170096,Cedar Junction Regional Medical Center,3174 River St,Cedar Junction,IL,55445,Grand,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,,,5,01/01/2025,12/31/2025
260045,North Falls County Hospital,6242 Pine St,North Falls,MN,58394,Prairie,Emergency Department,OP_22,Left without being seen,2.1,2497,,01/01/2025,12/31/2025
520086,North Grove County Hospital,8208 Fair St,North Grove,KS,58626,River,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,291,2605,,01/01/2025,12/31/2025
430066,Grand Ridge Medical Center,6465 Elk St,Grand Ridge,NE,50393,River,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,33,3013,,01/01/2025,12/31/2025
,WI STATE AVERAGE,,,WI,,,Emergency Department,OP_22,Left without being seen,2.4,,,01/01/2025,12/31/2025
280058,Pine Grove Medical Center,9145 Cedar St,Pine Grove,NE,58885,Fair,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,85,1089,,01/01/2025,12/31/2025
140028,River Ridge Medical Center,6216 Grand St,River Ridge,WI,52715,Cedar,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,87,1983,,01/01/2025,12/31/2025
160030,Cedar View Health System,9353 Pine St,Cedar View,IA,52513,North,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,344,245,,01/01/2025,12/31/2025
260091,Grand View Community Hospital,5917 Pine St,Grand View,IA,54835,Fair,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,226,183,,01/01/2025,12/31/2025
430023,Pine Bluff County Hospital,1345 Cedar St,Pine Bluff,WI,54447,Prairie,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,98,771,,01/01/2025,12/31/2025
240085,Grand Haven Community Hospital,3502 Pine St,Grand Haven,MN,56137,Elk,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,183,1602,,01/01/2025,12/31/2025
430070,River Ridge Memorial Hospital,8442 River St,River Ridge,MO,53662,River,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,127,2122,,01/01/2025,12/31/2025
170115,North View Regional Medical Center,7429 North St,North View,KS,55921,Elk,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,277,1904,,01/01/2025,12/31/2025
430039,Prairie View Memorial Hospital,6737 Prairie St,Prairie View,SD,56795,River,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,172,2212,,01/01/2025,12/31/2025
240042,Prairie Grove County Hospital,6657 North St,Prairie Grove,IL,51181,Prairie,Emergency Department,OP_22,Left without being seen,Not Available,,5,01/01/2025,12/31/2025
240065,Prairie Haven Health System,3025 Cedar St,Prairie Haven,NE,51635,Fair,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,67,1690,,01/01/2025,12/31/2025
520090,River Bluff Health System,7841 Elk St,River Bluff,MO,56168,Pine,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,54,3352,,01/01/2025,12/31/2025
430010,Grand Haven Medical Center,1530 River St,Grand Haven,MN,56103,River,Emergency Department,OP_22,Left without being seen,Not Available,,25,01/01/2025,12/31/2025
160083,NORTH BLUFF REGIONAL MEDICAL CENTER,6837 Elk St,North Bluff,KS,57768,Fair,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,171,2085,,01/01/2025,12/31/2025
430009,Grand Bluff Community Hospital,8325 North St,Grand Bluff,IL,54892,North,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,513,1762,,01/01/2025,12/31/2025
240035,Pine Haven Medical Center,4109 North St,Pine Haven,SD,54954,Prairie,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,49,600,,01/01/2025,12/31/2025
260045,North Falls County Hospital,8933 Grand St,North Falls,MN,53070,Pine,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,219,2015,,01/01/2025,12/31/2025
160077,Cedar Grove Regional Medical Center,8536 North St,Cedar Grove,WI,58261,Grand,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,81,2930,,01/01/2025,12/31/2025
170101,Prairie Grove County Hospital,9942 Cedar St,Prairie Grove,IA,52254,Grand,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,20,3295,,01/01/2025,12/31/2025
140111,Elk Rapids Medical Center,3204 Cedar St,Elk Rapids,IA,57298,Fair,Emergency Department,OP_22,Left without being seen,0.5,799,,01/01/2025,12/31/2025
170115,North View Regional Medical Center,4730 Elk St,North View,KS,52945,Elk,Emergency Department,OP_22,Left without being seen,,,25,01/01/2025,12/31/2025
260004,Elk Haven Medical Center,2519 Elk St,Elk Haven,NE,55087,Prairie,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,171,3117,,01/01/2025,12/31/2025
240020,Pine Rapids County Hospital,7637 Grand St,Pine Rapids,IA,52853,Elk,Emergency Department,OP_22,Left without being seen,,,5,01/01/2025,12/31/2025
160102,River Bluff Health System,9763 Fair St,River Bluff,IL,56510,Pine,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,151,1976,,01/01/2025,12/31/2025
260015,Fair View Memorial Hospital,5244 Elk St,Fair View,MN,55452,North,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,201,1717,,01/01/2025,12/31/2025
160037,Pine Ridge Health System,7707 Prairie St,Pine Ridge,IA,53472,North,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,208,1499,,01/01/2025,12/31/2025
140028,River Ridge Medical Center,3074 Grand St,River Ridge,WI,54280,North,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,183,1924,,01/01/2025,12/31/2025
170021,Prairie Ridge County Hospital ,6828 Fair St,Prairie Ridge,NE,55266,Prairie,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,78,2147,,01/01/2025,12/31/2025
160074,Pine Haven Medical Center,4050 River St,Pine Haven,SD,57997,River,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,145,2814,,01/01/2025,12/31/2025
170003,Elk Falls Community Hospital,4452 Fair St,Elk Falls,IA,50907,Fair,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,287,758,,01/01/2025,12/31/2025
140112,Pine Junction Community Hospital,8705 Pine St,Pine Junction,MO,51750,Pine,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,55,3802,,01/01/2025,12/31/2025
240059,Cedar Haven Health System,3872 Cedar St,Cedar Haven,IL,55788,Prairie,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,247,3938,,01/01/2025,12/31/2025
260076,River View County Hospital,5933 Pine St,River View,SD,51294,Pine,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,183,3738,,01/01/2025,12/31/2025
170013,North Rapids Regional Medical Center,6657 Prairie St,North Rapids,IL,53953,River,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,95,3747,,01/01/2025,12/31/2025
260104,North Haven Memorial Hospital,3622 North St,North Haven,IL,55604,Prairie,Emergency Department,OP_22,Left without being seen,1.2,4169,,01/01/2025,12/31/2025
280024,Elk Grove Memorial Hospital,7011 Cedar St,Elk Grove,IA,57409,Elk,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,225,4011,,01/01/2025,12/31/2025
170047,Cedar Junction Regional Medical Center,4782 River St,Cedar Junction,SD,51882,Cedar,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,150,328,,01/01/2025,12/31/2025
170034,North Grove Medical Center,3646 Elk St,North Grove,KS,55075,Prairie,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,110,264,,01/01/2025,12/31/2025
160102,River Bluff Health System,9728 North St,River Bluff,IL,55076,Pine,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,62,1366,,01/01/2025,12/31/2025
240042,PRAIRIE GROVE COUNTY HOSPITAL,1416 North St,Prairie Grove,IL,58761,Fair,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,152,2138,,01/01/2025,12/31/2025
170027,Prairie Bluff Community Hospital,1969 Elk St,Prairie Bluff,WI,51914,Fair,Emergency Department,OP_22,Left without being seen,2.9,3808,,01/01/2025,12/31/2025
160048,RIVER RAPIDS HEALTH SYSTEM,7977 Fair St,River Rapids,IL,54625,Prairie,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,82,199,,01/01/2025,12/31/2025
240001,Grand Bluff Memorial Hospital,4616 Fair St,Grand Bluff,IA,52671,Prairie,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,87,3113,,01/01/2025,12/31/2025
140050,River View Medical Center,4488 Elk St,River View,KS,57531,Prairie,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,174,206,,01/01/2025,12/31/2025
430039,Prairie View Memorial Hospital,8100 Grand St,Prairie View,SD,52143,Fair,Emergency Department,OP_22,Left without being seen,4.9,4160,,01/01/2025,12/31/2025
430054,Cedar Grove Health System,7433 Grand St,Cedar Grove,WI,54188,North,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,56,1410,,01/01/2025,12/31/2025
170056,Pine Falls Community Hospital,1643 Prairie St,Pine Falls,IL,50608,Cedar,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,654,365,,01/01/2025,12/31/2025
520086,North Grove County Hospital,8786 Pine St,North Grove,KS,55857,Fair,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,125,708,,01/01/2025,12/31/2025
140113,Fair Bluff Health System,5013 River St,Fair Bluff,SD,55770,Grand,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,90,4009,,01/01/2025,12/31/2025
430070,River Ridge Memorial Hospital,9166 Elk St,River Ridge,MO,53541,River,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,147,2063,,01/01/2025,12/31/2025
160117,Cedar Haven Health System,7863 North St,Cedar Haven,IA,53221,North,Emergency Department,OP_22,Left without being seen,0.0,1139,,01/01/2025,12/31/2025
260087,Elk Grove Memorial Hospital,3455 Grand St,Elk Grove,IA,58505,Elk,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,128,2603,,01/01/2025,12/31/2025
240082,Grand Rapids Memorial Hospital,4423 Fair St,Grand Rapids,IL,52110,Cedar,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,233,2353,,01/01/2025,12/31/2025
140053,River Grove Regional Medical Center,9043 Pine St,River Grove,WI,51899,River,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,37,1970,,01/01/2025,12/31/2025
240105,Prairie Haven Medical Center,5467 North St,Prairie Haven,IA,53620,Pine,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,72,1335,,01/01/2025,12/31/2025
520090,River Bluff Health System,4311 River St,River Bluff,MO,51621,Elk,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,66,1155,,01/01/2025,12/31/2025
280103,PRAIRIE JUNCTION COMMUNITY HOSPITAL,4408 Elk St,Prairie Junction,KS,58129,Pine,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,20,3469,,01/01/2025,12/31/2025
520098,Pine Bluff County Hospital,9306 North St,Pine Bluff,WI,57522,Pine,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,253,1428,,01/01/2025,12/31/2025
160060,Pine View Health System,5764 River St,Pine View,MN,56945,Elk,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,32,621,,01/01/2025,12/31/2025
170047,Cedar Junction Regional Medical Center,3912 Cedar St,Cedar Junction,SD,53257,Grand,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,69,444,,01/01/2025,12/31/2025
520114,Elk Rapids Health System,8539 North St,Elk Rapids,IA,54413,Elk,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,322,1103,,01/01/2025,12/31/2025
160048,River Rapids Health System,7823 Grand St,River Rapids,IL,54856,North,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,399,3422,,01/01/2025,12/31/2025
280044,PINE FALLS COMMUNITY HOSPITAL,3010 Fair St,Pine Falls,IL,52601,Prairie,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,218,3078,,01/01/2025,12/31/2025
140050,RIVER VIEW MEDICAL CENTER,763 Pine St,River View,KS,56816,Prairie,Emergency Department,OP_22,Left without being seen,4.1,1716,,01/01/2025,12/31/2025
520038,Fair Grove Community Hospital,7804 River St,Fair Grove,IL,50856,Grand,Emergency Department,OP_22,Left without being seen,4.2,737,,01/01/2025,12/31/2025
160075,River Falls Regional Medical Center,2747 North St,River Falls,IA,51472,North,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,262,2377,,01/01/2025,12/31/2025
140005,North Grove County Hospital,7224 North St,North Grove,SD,54038,Pine,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,521,1203,,01/01/2025,12/31/2025
280000,Prairie Falls Medical Center,754 Elk St,Prairie Falls,NE,55271,Pine,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,130,3825,,01/01/2025,12/31/2025
280043,Prairie View Regional Medical Center,189 Fair St,Prairie View,IA,57551,Elk,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,78,1222,,01/01/2025,12/31/2025
520016,Pine Grove Medical Center,7331 Elk St,Pine Grove,KS,51241,Elk,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,397,875,,01/01/2025,12/31/2025
170021,Prairie Ridge County Hospital,9331 Prairie St,Prairie Ridge,NE,55392,River,Emergency Department,OP_22,Left without being seen,1.5,1237,,01/01/2025,12/31/2025
280080,Fair Rapids Memorial Hospital,3960 North St,Fair Rapids,MO,57895,Cedar,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,280,562,,01/01/2025,12/31/2025
140111,ELK RAPIDS MEDICAL CENTER,8033 Grand St,Elk Rapids,IA,57450,Pine,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,53,2786,,01/01/2025,12/31/2025
430116,Elk Grove Medical Center,7154 Cedar St,Elk Grove,MN,53421,River,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,233,2148,,01/01/2025,12/31/2025
280000,Prairie Falls Medical Center,6764 Prairie St,Prairie Falls,NE,54944,Grand,Emergency Department,OP_22,Left without being seen,1.2,389,,01/01/2025,12/31/2025
240105,Prairie Haven Medical Center,1158 Fair St,Prairie Haven,IA,53597,Grand,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,95,3178,,01/01/2025,12/31/2025
140049,Pine Rapids Community Hospital,7171 Prairie St,Pine Rapids,MO,51279,Prairie,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,217,3200,,01/01/2025,12/31/2025
260091,Grand View Community Hospital,4945 Fair St,Grand View,IA,51237,River,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,59,1283,,01/01/2025,12/31/2025
280106,Cedar View Medical Center,8621 Fair St,Cedar View,MO,52499,River,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,625,4038,,01/01/2025,12/31/2025
170003,Elk Falls Community Hospital,4423 North St,Elk Falls,IA,50336,North,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,,,1,01/01/2025,12/31/2025
240095,Pine Ridge Medical Center,1169 River St,Pine Ridge,KS,51068,Cedar,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,126,3686,,01/01/2025,12/31/2025
240026,Elk View Medical Center,3475 River St,Elk View,SD,55166,Fair,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,327,295,,01/01/2025,12/31/2025
260033,River Rapids Health System,1366 Prairie St,River Rapids,KS,50760,Elk,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,370,4200,,01/01/2025,12/31/2025
