facility_id,facility_name,city,state,county,zip_code,condition,measure_id,measure_name,unit,score,sample_size,footnote_code,suppression_reason,period_start,period_end
140113,Fair Bluff Health System,Fair Bluff,SD,River,51419,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,52.0,1351,,,01/01/2025,12/31/2025
430107,Elk Haven Community Hospital,Elk Haven,MO,Cedar,55428,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,,,25,Facility did not submit data,01/01/2025,12/31/2025
170051,Elk View County Hospital,Elk View,MO,Fair,53057,Emergency Department,OP_22,Left without being seen,percent,0.1,2302,,,01/01/2025,12/31/2025
520114,Elk Rapids Health System,Elk Rapids,IA,Elk,50818,Emergency Department,OP_22,Left without being seen,percent,1.5,3790,,,01/01/2025,12/31/2025
170013,North Rapids Regional Medical Center,North Rapids,IL,Elk,53478,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,28.0,2815,,,01/01/2025,12/31/2025
160077,Cedar Grove Regional Medical Center,Cedar Grove,WI,Elk,54568,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,79.0,1651,,,01/01/2025,12/31/2025
260069,Prairie Bluff Memorial Hospital,Prairie Bluff,IA,Fair,50472,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,378.0,440,,,01/01/2025,12/31/2025
260061,Elk Ridge Community Hospital,Elk Ridge,IL,Elk,51705,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,39.0,4121,,,01/01/2025,12/31/2025
430107,Elk Haven Community Hospital,Elk Haven,MO,Cedar,55428,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,82.0,952,,,01/01/2025,12/31/2025
520090,River Bluff Health System,River Bluff,MO,Cedar,51621,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,85.0,147,,,01/01/2025,12/31/2025
260033,River Rapids Health System,River Rapids,KS,Elk,50760,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,292.0,248,,,01/01/2025,12/31/2025
280106,Cedar View Medical Center,Cedar View,MO,River,52499,Emergency Department,OP_22,Left without being seen,percent,,,25,Facility did not submit data,01/01/2025,12/31/2025
160073,Grand View County Hospital,Grand View,IA,Elk,50649,Emergency Department,OP_22,Left without being seen,percent,2.8,903,,,01/01/2025,12/31/2025
160060,Pine View Health System,Pine View,MN,Prairie,55806,Emergency Department,OP_22,Left without being seen,percent,,,25,Facility did not submit data,01/01/2025,12/31/2025
260109,River Falls County Hospital,River Falls,IL,Grand,50157,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,485.0,722,,,01/01/2025,12/31/2025
240006,River Grove Medical Center,River Grove,WI,Grand,50411,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,176.0,1990,,,01/01/2025,12/31/2025
160046,Pine Falls County Hospital,Pine Falls,IA,Pine,50850,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,65.0,1225,,,01/01/2025,12/31/2025
430068,Grand Grove County Hospital,Grand Grove,MO,Fair,53807,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,176.0,3620,,,01/01/2025,12/31/2025
160030,Cedar View Health System,Cedar View,IA,North,52312,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,188.0,1925,,,01/01/2025,12/31/2025
280072,Grand Ridge Regional Medical Center,Grand Ridge,MN,River,51781,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,185.0,189,,,01/01/2025,12/31/2025
240095,Pine Ridge Medical Center,Pine Ridge,KS,Fair,51068,Emergency Department,OP_22,Left without being seen,percent,1.7,194,,,01/01/2025,12/31/2025
430116,Elk Grove Medical Center,Elk Grove,MN,Prairie,50281,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,168.0,1548,,,01/01/2025,12/31/2025
430054,Cedar Grove Health System,Cedar Grove,WI,Grand,51086,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,,,5,Too few cases to report reliably,01/01/2025,12/31/2025
170034,North Grove Medical Center,North Grove,KS,River,50625,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,259.0,2436,,,01/01/2025,12/31/2025
160046,Pine Falls County Hospital,Pine Falls,IA,Pine,50850,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,47.0,1540,,,01/01/2025,12/31/2025
240059,Cedar Haven Health System,Cedar Haven,IL,Grand,50764,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,356.0,3278,,,01/01/2025,12/31/2025
260087,Elk Grove Memorial Hospital,Elk Grove,IA,Elk,51181,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,177.0,3994,,,01/01/2025,12/31/2025
170034,North Grove Medical Center,North Grove,KS,River,50625,Emergency Department,OP_22,Left without being seen,percent,3.1,472,,,01/01/2025,12/31/2025
260084,Cedar Haven Community Hospital,Cedar Haven,KS,Elk,50561,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,384.0,1448,,,01/01/2025,12/31/2025
260084,Cedar Haven Community Hospital,Cedar Haven,KS,Elk,50561,Emergency Department,OP_22,Left without being seen,percent,3.8,3443,,,01/01/2025,12/31/2025
170101,Prairie Grove County Hospital,Prairie Grove,IA,North,51868,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,199.0,937,,,01/01/2025,12/31/2025
160117,Cedar Haven Health System,Cedar Haven,IA,Grand,50710,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,,,25,Facility did not submit data,01/01/2025,12/31/2025
160030,Cedar View Health System,Cedar View,IA,North,52312,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,50.0,3350,,,01/01/2025,12/31/2025
260091,Grand View Community Hospital,Grand View,IA,Fair,51237,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,121.0,2328,,,01/01/2025,12/31/2025
170003,Elk Falls Community Hospital,Elk Falls,IA,Elk,50336,Emergency Department,OP_22,Left without being seen,percent,3.4,2205,,,01/01/2025,12/31/2025
260092,Elk View Community Hospital,Elk View,WI,Grand,50014,Emergency Department,OP_22,Left without being seen,percent,3.7,1490,,,01/01/2025,12/31/2025
520055,Fair View Memorial Hospital,Fair View,SD,Elk,53539,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,205.0,3954,,,01/01/2025,12/31/2025
160083,North Bluff Regional Medical Center,North Bluff,KS,Elk,52748,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,411.0,636,,,01/01/2025,12/31/2025
160097,Fair Grove Regional Medical Center,Fair Grove,KS,Elk,53527,Emergency Department,OP_22,Left without being seen,percent,4.2,4098,,,01/01/2025,12/31/2025
170096,Cedar Junction Regional Medical Center,Cedar Junction,IL,Grand,52991,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,,,5,Too few cases to report reliably,01/01/2025,12/31/2025
260045,North Falls County Hospital,North Falls,MN,Prairie,51363,Emergency Department,OP_22,Left without being seen,percent,2.1,2497,,,01/01/2025,12/31/2025
520086,North Grove County Hospital,North Grove,KS,Elk,54241,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,291.0,2605,,,01/01/2025,12/31/2025
430066,Grand Ridge Medical Center,Grand Ridge,NE,River,50393,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,33.0,3013,,,01/01/2025,12/31/2025
280058,Pine Grove Medical Center,Pine Grove,NE,Cedar,51058,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,85.0,1089,,,01/01/2025,12/31/2025
140028,River Ridge Medical Center,River Ridge,WI,North,51706,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,87.0,1983,,,01/01/2025,12/31/2025
160030,Cedar View Health System,Cedar View,IA,North,52312,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,344.0,245,,,01/01/2025,12/31/2025
260091,Grand View Community Hospital,Grand View,IA,Fair,51237,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,226.0,183,,,01/01/2025,12/31/2025
430023,Pine Bluff County Hospital,Pine Bluff,WI,Fair,51840,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,98.0,771,,,01/01/2025,12/31/2025
240085,Grand Haven Community Hospital,Grand Haven,MN,Elk,50552,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,183.0,1602,,,01/01/2025,12/31/2025
430070,River Ridge Memorial Hospital,River Ridge,MO,River,52628,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,127.0,2122,,,01/01/2025,12/31/2025
170115,North View Regional Medical Center,North View,KS,Elk,51272,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,277.0,1904,,,01/01/2025,12/31/2025
430039,Prairie View Memorial Hospital,Prairie View,SD,River,51834,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,172.0,2212,,,01/01/2025,12/31/2025
240042,Prairie Grove County Hospital,Prairie Grove,IL,Fair,51181,Emergency Department,OP_22,Left without being seen,percent,,,5,Too few cases to report reliably,01/01/2025,12/31/2025
240065,Prairie Haven Health System,Prairie Haven,NE,Pine,50192,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,67.0,1690,,,01/01/2025,12/31/2025
520090,River Bluff Health System,River Bluff,MO,Cedar,51621,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,54.0,3352,,,01/01/2025,12/31/2025
430010,Grand Haven Medical Center,Grand Haven,MN,Elk,51296,Emergency Department,OP_22,Left without being seen,percent,,,25,Facility did not submit data,01/01/2025,12/31/2025
160083,North Bluff Regional Medical Center,North Bluff,KS,Elk,52748,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,171.0,2085,,,01/01/2025,12/31/2025
430009,Grand Bluff Community Hospital,Grand Bluff,IL,Cedar,50922,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,513.0,1762,,,01/01/2025,12/31/2025
240035,Pine Haven Medical Center,Pine Haven,SD,Prairie,52937,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,49.0,600,,,01/01/2025,12/31/2025
260045,North Falls County Hospital,North Falls,MN,Prairie,51363,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,219.0,2015,,,01/01/2025,12/31/2025
160077,Cedar Grove Regional Medical Center,Cedar Grove,WI,Elk,54568,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,81.0,2930,,,01/01/2025,12/31/2025
170101,Prairie Grove County Hospital,Prairie Grove,IA,North,51868,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,20.0,3295,,,01/01/2025,12/31/2025
140111,Elk Rapids Medical Center,Elk Rapids,IA,Fair,51694,Emergency Department,OP_22,Left without being seen,percent,0.5,799,,,01/01/2025,12/31/2025
170115,North View Regional Medical Center,North View,KS,Elk,51272,Emergency Department,OP_22,Left without being seen,percent,,,25,Facility did not submit data,01/01/2025,12/31/2025
260004,Elk Haven Medical Center,Elk Haven,NE,Cedar,53783,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,171.0,3117,,,01/01/2025,12/31/2025
240020,Pine Rapids County Hospital,Pine Rapids,IA,Elk,51142,Emergency Department,OP_22,Left without being seen,percent,,,5,Too few cases to report reliably,01/01/2025,12/31/2025
160102,River Bluff Health System,River Bluff,IL,Pine,52617,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,151.0,1976,,,01/01/2025,12/31/2025
260015,Fair View Memorial Hospital,Fair View,MN,Elk,51515,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,201.0,1717,,,01/01/2025,12/31/2025
160037,Pine Ridge Health System,Pine Ridge,IA,Cedar,51833,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,208.0,1499,,,01/01/2025,12/31/2025
140028,River Ridge Medical Center,River Ridge,WI,North,51706,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,183.0,1924,,,01/01/2025,12/31/2025
170021,Prairie Ridge County Hospital,Prairie Ridge,NE,Cedar,51285,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,78.0,2147,,,01/01/2025,12/31/2025
160074,Pine Haven Medical Center,Pine Haven,SD,River,50297,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,145.0,2814,,,01/01/2025,12/31/2025
170003,Elk Falls Community Hospital,Elk Falls,IA,Elk,50336,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,287.0,758,,,01/01/2025,12/31/2025
140112,Pine Junction Community Hospital,Pine Junction,MO,Elk,50577,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,55.0,3802,,,01/01/2025,12/31/2025
240059,Cedar Haven Health System,Cedar Haven,IL,Grand,50764,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,247.0,3938,,,01/01/2025,12/31/2025
260076,River View County Hospital,River View,SD,Pine,51294,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,183.0,3738,,,01/01/2025,12/31/2025
170013,North Rapids Regional Medical Center,North Rapids,IL,Elk,53478,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,95.0,3747,,,01/01/2025,12/31/2025
260104,North Haven Memorial Hospital,North Haven,IL,Grand,51146,Emergency Department,OP_22,Left without being seen,percent,1.2,4169,,,01/01/2025,12/31/2025
280024,Elk Grove Memorial Hospital,Elk Grove,IA,Elk,50399,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,225.0,4011,,,01/01/2025,12/31/2025
170047,Cedar Junction Regional Medical Center,Cedar Junction,SD,Grand,51052,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,150.0,328,,,01/01/2025,12/31/2025
170034,North Grove Medical Center,North Grove,KS,River,50625,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,110.0,264,,,01/01/2025,12/31/2025
160102,River Bluff Health System,River Bluff,IL,Pine,52617,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,62.0,1366,,,01/01/2025,12/31/2025
240042,Prairie Grove County Hospital,Prairie Grove,IL,Fair,51181,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,152.0,2138,,,01/01/2025,12/31/2025
170027,Prairie Bluff Community Hospital,Prairie Bluff,WI,North,51914,Emergency Department,OP_22,Left without being seen,percent,2.9,3808,,,01/01/2025,12/31/2025
160048,River Rapids Health System,River Rapids,IL,North,53673,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,82.0,199,,,01/01/2025,12/31/2025
240001,Grand Bluff Memorial Hospital,Grand Bluff,IA,Cedar,51116,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,87.0,3113,,,01/01/2025,12/31/2025
140050,River View Medical Center,River View,KS,Prairie,55257,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,174.0,206,,,01/01/2025,12/31/2025
430039,Prairie View Memorial Hospital,Prairie View,SD,River,51834,Emergency Department,OP_22,Left without being seen,percent,4.9,4160,,,01/01/2025,12/31/2025
430054,Cedar Grove Health System,Cedar Grove,WI,Grand,51086,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,56.0,1410,,,01/01/2025,12/31/2025
170056,Pine Falls Community Hospital,Pine Falls,IL,Cedar,50608,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,654.0,365,,,01/01/2025,12/31/2025
520086,North Grove County Hospital,North Grove,KS,Elk,54241,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,125.0,708,,,01/01/2025,12/31/2025
140113,Fair Bluff Health System,Fair Bluff,SD,River,51419,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,90.0,4009,,,01/01/2025,12/31/2025
430070,River Ridge Memorial Hospital,River Ridge,MO,River,52628,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,147.0,2063,,,01/01/2025,12/31/2025
160117,Cedar Haven Health System,Cedar Haven,IA,Grand,50710,Emergency Department,OP_22,Left without being seen,percent,0.0,1139,,,01/01/2025,12/31/2025
260087,Elk Grove Memorial Hospital,Elk Grove,IA,Elk,51181,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,128.0,2603,,,01/01/2025,12/31/2025
240082,Grand Rapids Memorial Hospital,Grand Rapids,IL,Cedar,52110,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,233.0,2353,,,01/01/2025,12/31/2025
140053,River Grove Regional Medical Center,River Grove,WI,Cedar,51899,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,37.0,1970,,,01/01/2025,12/31/2025
240105,Prairie Haven Medical Center,Prairie Haven,IA,Prairie,52528,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,72.0,1335,,,01/01/2025,12/31/2025
520090,River Bluff Health System,River Bluff,MO,Cedar,51621,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,66.0,1155,,,01/01/2025,12/31/2025
280103,Prairie Junction Community Hospital,Prairie Junction,KS,Cedar,50499,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,20.0,3469,,,01/01/2025,12/31/2025
520098,Pine Bluff County Hospital,Pine Bluff,WI,Pine,50083,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,253.0,1428,,,01/01/2025,12/31/2025
160060,Pine View Health System,Pine View,MN,Prairie,55806,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,32.0,621,,,01/01/2025,12/31/2025
170047,Cedar Junction Regional Medical Center,Cedar Junction,SD,Grand,51052,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,69.0,444,,,01/01/2025,12/31/2025
520114,Elk Rapids Health System,Elk Rapids,IA,Elk,50818,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,322.0,1103,,,01/01/2025,12/31/2025
160048,River Rapids Health System,River Rapids,IL,North,53673,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,399.0,3422,,,01/01/2025,12/31/2025
280044,Pine Falls Community Hospital,Pine Falls,IL,Cedar,50631,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,218.0,3078,,,01/01/2025,12/31/2025
140050,River View Medical Center,River View,KS,Prairie,55257,Emergency Department,OP_22,Left without being seen,percent,4.1,1716,,,01/01/2025,12/31/2025
520038,Fair Grove Community Hospital,Fair Grove,IL,Fair,50856,Emergency Department,OP_22,Left without being seen,percent,4.2,737,,,01/01/2025,12/31/2025
160075,River Falls Regional Medical Center,River Falls,IA,North,50534,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,262.0,2377,,,01/01/2025,12/31/2025
140005,North Grove County Hospital,North Grove,SD,Pine,50071,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,521.0,1203,,,01/01/2025,12/31/2025
280000,Prairie Falls Medical Center,Prairie Falls,NE,Grand,51272,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,130.0,3825,,,01/01/2025,12/31/2025
280043,Prairie View Regional Medical Center,Prairie View,IA,Grand,51134,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,78.0,1222,,,01/01/2025,12/31/2025
520016,Pine Grove Medical Center,Pine Grove,KS,Prairie,51241,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,397.0,875,,,01/01/2025,12/31/2025
170021,Prairie Ridge County Hospital,Prairie Ridge,NE,Cedar,51285,Emergency Department,OP_22,Left without being seen,percent,1.5,1237,,,01/01/2025,12/31/2025
280080,Fair Rapids Memorial Hospital,Fair Rapids,MO,River,50578,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,280.0,562,,,01/01/2025,12/31/2025
140111,Elk Rapids Medical Center,Elk Rapids,IA,Fair,51694,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,53.0,2786,,,01/01/2025,12/31/2025
430116,Elk Grove Medical Center,Elk Grove,MN,Prairie,50281,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,233.0,2148,,,01/01/2025,12/31/2025
280000,Prairie Falls Medical Center,Prairie Falls,NE,Grand,51272,Emergency Department,OP_22,Left without being seen,percent,1.2,389,,,01/01/2025,12/31/2025
240105,Prairie Haven Medical Center,Prairie Haven,IA,Prairie,52528,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,95.0,3178,,,01/01/2025,12/31/2025
140049,Pine Rapids Community Hospital,Pine Rapids,MO,Fair,50168,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit,minutes,217.0,3200,,,01/01/2025,12/31/2025
260091,Grand View Community Hospital,Grand View,IA,Fair,51237,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,59.0,1283,,,01/01/2025,12/31/2025
280106,Cedar View Medical Center,Cedar View,MO,River,52499,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,625.0,4038,,,01/01/2025,12/31/2025
170003,Elk Falls Community Hospital,Elk Falls,IA,Elk,50336,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,,,1,Not available — measure not reported,01/01/2025,12/31/2025
240095,Pine Ridge Medical Center,Pine Ridge,KS,Fair,51068,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,126.0,3686,,,01/01/2025,12/31/2025
240026,Elk View Medical Center,Elk View,SD,Pine,50037,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,327.0,295,,,01/01/2025,12/31/2025
260033,River Rapids Health System,River Rapids,KS,Elk,50760,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,370.0,4200,,,01/01/2025,12/31/2025
430023,Pine Bluff County Hospital,Pine Bluff,WI,Fair,51840,Emergency Department,OP_22,Left without being seen,percent,0.0,1422,,,01/01/2025,12/31/2025
160048,River Rapids Health System,River Rapids,IL,North,53673,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,116.0,2748,,,01/01/2025,12/31/2025
240105,Prairie Haven Medical Center,Prairie Haven,IA,Prairie,52528,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,481.0,901,,,01/01/2025,12/31/2025
260094,River Ridge Medical Center,River Ridge,NE,North,51805,Emergency Department,OP_22,Left without being seen,percent,0.6,1552,,,01/01/2025,12/31/2025
520038,Fair Grove Community Hospital,Fair Grove,IL,Fair,50856,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,33.0,174,,,01/01/2025,12/31/2025
170031,Elk Rapids Medical Center,Elk Rapids,KS,Grand,52949,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,31.0,614,,,01/01/2025,12/31/2025
140005,North Grove County Hospital,North Grove,SD,Pine,50071,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,22.0,3053,,,01/01/2025,12/31/2025
160067,North Ridge County Hospital,North Ridge,IA,Cedar,50877,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,83.0,2632,,,01/01/2025,12/31/2025
170021,Prairie Ridge County Hospital,Prairie Ridge,NE,Cedar,51285,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,167.0,2989,,,01/01/2025,12/31/2025
160097,Fair Grove Regional Medical Center,Fair Grove,KS,Elk,53527,Emergency Department,ED_2b,Average (median) time patients spent in the emergency department after the doctor decided to admit them,minutes,217.0,750,,,01/01/2025,12/31/2025
160118,North Falls Health System,North Falls,MO,Cedar,51662,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,96.0,3217,,,01/01/2025,12/31/2025
240001,Grand Bluff Memorial Hospital,Grand Bluff,IA,Cedar,51116,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients,minutes,338.0,3740,,,01/01/2025,12/31/2025
160097,Fair Grove Regional Medical Center,Fair Grove,KS,Elk,53527,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes,percent,121.0,2370,,,01/01/2025,12/31/2025
430093,River Bluff Health System,River Bluff,IL,Prairie,50583,Emergency Department,OP_22,Left without being seen,percent,0.0,3114,,,01/01/2025,12/31/2025
